Départ,Arrivée,Distance (m)
Sarreguemines Collège Himmelsberg,Hundling Hôtel de Ville,8064.458
Béning-lès-Saint-Avold,Cocheren Village,3104.156
Béning-lès-Saint-Avold,Farébersviller Rue du Moulin,6937.174
Béning-lès-Saint-Avold,Farébersviller Cité,7581.754
Béning-lès-Saint-Avold,Theding Allée de la Forêt,8781.048
Béning-lès-Saint-Avold,Ebring Croisement,10468.754
Béning-lès-Saint-Avold,Diebling Maison Forestière,12219.515
Béning-lès-Saint-Avold,Diebling Centre,12830.537
Béning-lès-Saint-Avold,Metzing Centre,14182.827
Béning-lès-Saint-Avold,Hundling Hôtel de Ville,15722.156
Béning-lès-Saint-Avold,Ippling Rue de Sarreguemines,17983.943
Béning-lès-Saint-Avold,Welferding Rue de France,21317.201
Béning-lès-Saint-Avold,Sarreguemines Poste,22532.916
Béning-lès-Saint-Avold,Sarreguemines,22473.193
Sarreguemines Collège Himmelsberg,Sarreguemines Lycée Pange,1159.03
Sarreguemines Barth,Sarreguemines Lycée Pange,1364.529
Sarreguemines Barth,Ippling Rue de Sarreguemines,6395.06
Sarreguemines Barth,Hundling Hôtel de Ville,8269.957
Sarreguemines Barth,Metzing Centre,10196.181
Sarreguemines Barth,Diebling Centre,11548.471
Sarreguemines Barth,Diebling Maison Forestière,12159.493
Sarreguemines Barth,Farschviller Centre,17897.146
Sarreguemines Barth,Farschviller Croisement Gare,18767.027
Sarreguemines Barth,Farschviller,19234.811
Sarreguemines Barth,Loupershouse centre,20169.514
Loupershouse centre,Farschviller Centre,2133.657
Loupershouse centre,Ebring Croisement,6034.063
Loupershouse centre,Metzing Centre,9886.853
Loupershouse centre,Hundling Hôtel de Ville,11813.076
Loupershouse centre,Sarreguemines Lycée Technique,19689.607
Loupershouse centre,Sarreguemines Collège Fulrad,20283.82
Sarreguemines,Welferding Cimetière,2632.723
Sarreguemines,Ippling Rue de Sarreguemines,5912.314
Sarreguemines,Hundling Hôtel de Ville,6747.441
Sarreguemines,Metzing Centre,9713.436
Sarreguemines,Diebling Centre,11065.726
Sarreguemines,Diebling Maison Forestière,11676.748
Sarreguemines,Ebring Croisement,13427.509
Sarreguemines,Theding Allée de la Forêt,15077.521
Sarreguemines,Farébersviller Cité,16306.189
Sarreguemines,Farébersviller Rue du Moulin,16969.535
Sarreguemines,Cocheren Village,21282.586
Sarreguemines,Béning-lès-Saint-Avold,22467.488
Loupershouse centre,Farschviller,934.704
Loupershouse centre,Farschviller Croisement Gare,1402.487
Loupershouse centre,Diebling Maison Forestière,7923.541
Loupershouse centre,Diebling Centre,8534.563
Loupershouse centre,Ippling Rue de Sarreguemines,13687.976
Sarreguemines,Farschviller Centre,17414.398
Sarreguemines Lycée Technique,Ippling Rue de Sarreguemines,5963.749
Sarreguemines Lycée Technique,Hundling Hôtel de Ville,7838.646
Sarreguemines Lycée Technique,Metzing Centre,9764.87
Sarreguemines Lycée Technique,Ebring Croisement,13478.968
Sarreguemines Lycée Technique,Farschviller Centre,17465.857
Sarreguemines Lycée Technique,Farschviller Croisement Gare,18335.738
Sarreguemines Lycée Technique,Farschviller,18803.521
Sarreguemines Lycée Technique,Loupershouse centre,19738.225
Diebling Maison Forestière,Diebling Centre,611.022
Diebling Maison Forestière,Hundling Hôtel de Ville,3889.522
Diebling Maison Forestière,Ippling Rue de Sarreguemines,5764.419
Diebling Maison Forestière,Sarreguemines Utzschneider,10801.357
Diebling Maison Forestière,Sarreguemines Lycée Pange,11215.854
Diebling Maison Forestière,Sarreguemines Collège Jean Jaurès,13204.837
Hundling Hôtel de Ville,Ippling Rue de Sarreguemines,1874.897
Hundling Hôtel de Ville,Sarreguemines Collège Himmelsberg,6952.812
Béning-lès-Saint-Avold,Bitche Quartier Driant,58517.93
Hundling Hôtel de Ville,Sarreguemines Lycée Pange,7904.493
Vittel,Charmes,42000.328
Charmes,Mirecourt,19281.492
Mirecourt,Charmes,19265.178
Charmes,Mirecourt Lycée Agricole,20229.061
Mirecourt Lycée Agricole,Mirecourt,978.07
Mirecourt Lycée Agricole,Charmes,20154.088
Charmes,Vittel,42040.34
Vittel,Contrexéville,5375.833
Igney Centre,Igney - Avricourt,1826.469
Igney Centre,Avricourt Rue Des Halles,2602.531
Igney Centre,Avricourt Rue de Lorraine,3159.348
Igney Centre,Avricourt Nouvel Avricourt,3944.944
Igney Centre,Réchicourt-le-Château,5583.951
Igney Centre,Réchicourt-le-Château Centre,6127.127
Igney Centre,Gondrexange Domaine Ketzing,11496.546
Igney Centre,Gondrexange Centre,13780.688
Igney Centre,Hertzing Centre,16096.446
Igney Centre,Heming Mairie,17412.564
Igney Centre,Bébing Route Nationale,20795.729
Igney Centre,Sarrebourg Verreries,25261.387
Igney Centre,Sarrebourg,26220.885
Igney Centre,Sarrebourg LP Messmer,28206.051
Sarrebourg,Sarrebourg Verreries,943.243
Sarrebourg,Bébing Route Nationale,5076.449
Sarrebourg,Heming Mairie,8465.061
Sarrebourg,Hertzing Centre,9781.178
Sarrebourg,Gondrexange Centre,12096.936
Sarrebourg,Gondrexange Domaine Ketzing,14381.078
Sarrebourg,Réchicourt-le-Château Centre,19750.494
Sarrebourg,Réchicourt-le-Château,20293.672
Sarrebourg,Avricourt Nouvel Avricourt,21932.676
Sarrebourg,Avricourt Rue de Lorraine,22718.271
Sarrebourg,Avricourt Rue Des Halles,23275.09
Sarrebourg,Igney - Avricourt,23882.09
Sarrebourg,Igney Centre,25484.406
Sarrebourg LP Messmer,Sarrebourg,1909.693
Sarrebourg LP Messmer,Sarrebourg Verreries,2852.936
Sarrebourg LP Messmer,Bébing Route Nationale,6986.145
Sarrebourg LP Messmer,Heming Mairie,10374.756
Sarrebourg LP Messmer,Hertzing Centre,11690.873
Sarrebourg LP Messmer,Gondrexange Centre,14006.631
Sarrebourg LP Messmer,Gondrexange Domaine Ketzing,16290.773
Sarrebourg LP Messmer,Réchicourt-le-Château Centre,21660.186
Sarrebourg LP Messmer,Réchicourt-le-Château,22203.363
Sarrebourg LP Messmer,Avricourt Nouvel Avricourt,23842.367
Sarrebourg LP Messmer,Avricourt Rue de Lorraine,24627.963
Sarrebourg LP Messmer,Avricourt Rue Des Halles,25184.781
Sarrebourg LP Messmer,Igney - Avricourt,25791.781
Sarrebourg LP Messmer,Igney Centre,27394.098
Longuyon,Longuyon Pont des Deux Eaux,675.438
Longuyon,Longuyon La Machine,1393.285
Longuyon,Viviers-sur-Chiers Mairie,4685.833
Longuyon,Montigny-sur-Chiers la Roche,7214.299
Longuyon,Montigny-sur-Chiers Eglise,8864.143
Longuyon,Cons-la-Grandville Haut Fourneau,11641.043
Longuyon,Cons-la-Grandville Centre,12003.534
Longuyon,Cons-la-Grandville Lotissement,16501.34
Longuyon,Lexy Carrefour,18618.832
Longuyon,Lexy Rue du Square,19003.057
Longuyon,Lexy Providence Usine,20023.348
Longuyon,Rehon Poste,21575.752
Longuyon,Réhon La Chapelle,22074.328
Longuyon,Longwy Route de Metz,22780.313
Longuyon,Longwy Espace Bus,23451.604
Longuyon,Longwy,23913.533
Longwy,Longwy Route de Metz,1146.434
Longwy,Réhon La Chapelle,1852.417
Longwy,Rehon Poste,2350.993
Longwy,Lexy Providence Usine,3938.677
Longwy,Lexy Rue du Square,4960.656
Longwy,Lexy Carrefour,5344.879
Longwy,Cons-la-Grandville Lotissement,7462.366
Longwy,Cons-la-Grandville Centre,8125.479
Longwy,Cons-la-Grandville Haut Fourneau,12322.649
Longwy,Montigny-sur-Chiers Eglise,15099.55
Longwy,Montigny-sur-Chiers la Roche,16749.395
Longwy,Viviers-sur-Chiers Mairie,19277.865
Longwy,Longuyon La Machine,22570.418
Longwy,Longuyon Pont des Deux Eaux,23288.27
Longwy,Longuyon,16267.999
Montmédy,Montmedy Centre,775.977
Montmédy,Iré-le-Sec Croisement,6340.693
Montmédy,Marville Centre,13090.404
Montmédy,Saint-Jean-lès-Longuyon Croisement,13848.643
Montmédy,Villers-le-Rond Grand Rue,16241.876
Montmédy,Vezin Centre,19651.674
Montmédy,Charency Carrefour,20230.475
Montmédy,Villette Centre,23192.857
Montmédy,Flabeuville Carrefour,24243.936
Montmédy,Colmey Eglise,25839.018
Montmédy,Longuyon Pont des Deux Eaux,29872.768
Montmédy,Longuyon,30548.207
Longuyon,Colmey Eglise,4709.199
Longuyon,Flabeuville Carrefour,6304.281
Longuyon,Villette Centre,7355.361
Longuyon,Charency Carrefour,10317.738
Longuyon,Vezin Centre,10896.539
Longuyon,Villers-le-Rond Grand Rue,14306.329
Longuyon,Saint-Jean-lès-Longuyon Croisement,16699.564
Longuyon,Marville Centre,17457.805
Longuyon,Iré-le-Sec Croisement,24205.523
Longuyon,Montmedy Centre,29772.221
Longuyon,Montmédy,30509.426
Vezin Centre,Épiez-sur-Chiers Centre,1663.503
Vezin Centre,Charency Carrefour,2464.378
Vezin Centre,Villette Centre,5426.757
Vezin Centre,Flabeuville Carrefour,6477.837
Vezin Centre,Colmey Eglise,8072.919
Vezin Centre,Longuyon Pont des Deux Eaux,12106.684
Vezin Centre,Longuyon Allondières,14197.466
Vezin Centre,Longuyon,15987.086
Morhange,Morhange Place de la République,3162.649
Morhange,Morhange Jeanne d'Arc,2421.101
Morhange,Racrange Rue de Morhange,4884.591
Morhange,Bermering Eglise,8879.54
Morhange,Bénestroff Centre,14336.374
Morhange,Vahl-lès-Bénestroff Mairie,17278.93
Morhange,Nebing Rue Robert Schumann,19817.498
Morhange,Marimont-lès-Bénestroff Eglise,22452.656
Morhange,Bassing Croisement,26277.256
Morhange,Domnom-lès-Dieuze Mairie,28524.311
Morhange,Cutting RD27,30375.766
Morhange,Loudrefing Rue Principale,34420.535
Morhange,Mittersheim l'Escale,38747.855
Morhange,Mittersheim Centre,39511.992
Morhange,Fénétrange Carrefour des Étangs,45292.547
Morhange,Fénétrange Mairie,45579.391
Morhange,Fénétrange Gendarmerie,45890.832
Morhange,Romelfling Rue de l'Europe,47311.902
Morhange,Berthelming Mairie,49442.996
Morhange,Berthelming Rue Principale,49734.762
Morhange,Bettborn Grand Rue,52099.527
Morhange,Oberstinzel Rue Principale,53568.445
Morhange,Sarraltroff Mairie,56572.137
Morhange,Sarrebourg Méphisto,59589.879
Morhange,Sarrebourg Route de Phalsbourg,61591.867
Morhange,Sarrebourg Place Mathey,62416.867
Morhange,Sarrebourg,62948.52
Loudrefing Rue Principale,Mittersheim l'Escale,4327.31
Loudrefing Rue Principale,Mittersheim Centre,5091.45
Loudrefing Rue Principale,Fénétrange Carrefour des Étangs,10871.999
Loudrefing Rue Principale,Fénétrange Mairie,11158.842
Loudrefing Rue Principale,Fénétrange Gendarmerie,11470.277
Loudrefing Rue Principale,Romelfling Rue de l'Europe,12891.339
Loudrefing Rue Principale,Berthelming Mairie,15022.436
Loudrefing Rue Principale,Berthelming Rue Principale,15314.197
Loudrefing Rue Principale,Bettborn Grand Rue,17678.973
Loudrefing Rue Principale,Oberstinzel Rue Principale,19147.895
Loudrefing Rue Principale,Sarraltroff Mairie,22250.338
Loudrefing Rue Principale,Sarraltroff Gare,22842.227
Loudrefing Rue Principale,Sarrebourg Route de Phalsbourg,26715.396
Loudrefing Rue Principale,Sarrebourg Place Mathey,30225.961
Loudrefing Rue Principale,Sarrebourg,28072.057
Rémilly,Remilly Place du 11 Novembre,537.822
Rémilly,Aubecourt Rue Principale,3393.684
Rémilly,Han-sur-Nied Rue Principale,4394.14
Rémilly,Vatimont Mairie,6907.863
Rémilly,Baudrecourt Centre,9497.787
Rémilly,Lucy Rue des Tilleuls,12409.934
Rémilly,Chenois Rue Principale,15506.884
Rémilly,Lesse Centre,16154.421
Rémilly,Holacourt Rue Principale,17929.918
Rémilly,Arraincourt Rue Principale,19602.014
Rémilly,Brulange Rue de Metz,20990.016
Rémilly,Destry Centre,24977.486
Rémilly,Baronville Mairie,27443.086
Rémilly,Morhange Place de la République,29969.051
Rémilly,Morhange Jeanne d'Arc,30529.523
Rémilly,Morhange,32657.064
Longuyon Allondières,Longuyon,1639.545
Longuyon Allondières,Longuyon Pont des Deux Eaux,2314.983
Longuyon Allondières,Colmey Eglise,6348.747
Longuyon Allondières,Flabeuville Carrefour,7943.828
Longuyon Allondières,Villette Centre,8994.908
Longuyon Allondières,Charency Carrefour,11957.284
Longuyon Allondières,Épiez-sur-Chiers Centre,13053.133
Longuyon Allondières,Vezin Centre,14421.661
Saint-Jean-de-Bassel Église,Gosselming Mairie,1610.497
Saint-Jean-de-Bassel Église,Gosselming Poste,2142.653
Saint-Jean-de-Bassel Église,Dolving Rue de Sarrebourg,4801.451
Saint-Jean-de-Bassel Église,Sarrebourg,14311.171
Saint-Jean-de-Bassel Église,Sarrebourg Mairie,10598.987
Saint-Jean-de-Bassel Église,Sarrebourg LP Messmer,12403.716
Saint-Jean-de-Bassel Église,Sarrebourg Place Mathey,13779.513
Morhange,Baronville Mairie,5694.004
Morhange,Destry Centre,8159.606
Morhange,Brulange Rue de Metz,12147.08
Morhange,Arraincourt Rue Principale,13535.083
Morhange,Holacourt Rue Principale,15219.726
Morhange,Lesse Centre,16995.225
Morhange,Chenois Rue Principale,17642.77
Morhange,Lucy Rue des Tilleuls,20739.725
Morhange,Baudrecourt Centre,23651.885
Morhange,Vatimont Mairie,26241.809
Morhange,Han-sur-Nied Rue Principale,28765.99
Morhange,Aubecourt Rue Principale,29753.467
Morhange,Remilly Place du 11 Novembre,32609.535
Morhange,Rémilly,33147.363
Neufchâteau,Neufchâteau Hôpital,2654.668
Neufchâteau,Soulosse Route Nationale,6687.946
Neufchâteau,Martigny-Les-Gerbonvaux Centre,13327.47
Neufchâteau,Autreville Centre,19580.988
Neufchâteau,Colombey-les-Belles Mairie,25788.826
Neufchâteau,Nancy,76214.008
Sarrebourg Hôpital,Sarrebourg,977.583
Sarrebourg Hôpital,Sarrebourg Place Mathey,1506.433
Sarrebourg Hôpital,Sarraltroff Gare,6286.044
Sarrebourg Hôpital,Sarraltroff Mairie,6877.932
Sarrebourg Hôpital,Sarraltroff Rue de Fénétrange,7350.603
Sarrebourg Hôpital,Oberstinzel Rue Principale,9881.626
Sarrebourg Hôpital,Bettborn Grand Rue,11350.544
Sarrebourg Hôpital,Berthelming Rue Principale,13683.282
Sarrebourg Hôpital,Berthelming Mairie,14004.457
Sarrebourg Hôpital,Romelfing Église,16380.079
Sarrebourg Hôpital,Fénétrange Gendarmerie,17870.26
Sarrebourg LP Messmer,Sarrebourg Hôpital,2159.374
Sarrebourg LP Messmer,Sarrebourg Place Mathey,3127.202
Sarrebourg LP Messmer,Sarraltroff Gare,7906.813
Sarrebourg LP Messmer,Sarraltroff Mairie,8498.7
Sarrebourg LP Messmer,Sarraltroff Rue de Fénétrange,8971.37
Sarrebourg LP Messmer,Oberstinzel Rue Principale,11502.394
Sarrebourg LP Messmer,Bettborn Grand Rue,12971.312
Sarrebourg LP Messmer,Berthelming Rue Principale,15304.05
Sarrebourg LP Messmer,Berthelming Mairie,15625.225
Sarrebourg LP Messmer,Romelfling Rue de l'Europe,17735.773
Sarrebourg LP Messmer,Fénétrange Gendarmerie,19156.838
Sarrebourg LP Messmer,Fénétrange Carrefour des Étangs,18005.951
Sarrebourg LP Messmer,Mittersheim Centre,25535.676
Sarrebourg LP Messmer,Mittersheim l'Escale,26299.816
Sarrebourg LP Messmer,Loudrefing Rue Principale,30628.25
Sarrebourg,Sarrebourg Place Mathey,528.851
Sarrebourg,Sarrebourg Méphisto,3783.365
Sarrebourg,Sarraltroff Gare,6207.93
Sarrebourg,Sarraltroff Mairie,6799.817
Sarrebourg,Sarraltroff Rue de Fénétrange,7272.488
Sarrebourg,Oberstinzel Rue Principale,9803.512
Sarrebourg,Bettborn Grand Rue,11272.43
Sarrebourg,Berthelming Rue Principale,13605.168
Sarrebourg,Berthelming Mairie,9319.037
Sarrebourg,Romelfling Rue de l'Europe,16036.889
Sarrebourg,Fénétrange Gendarmerie,17457.953
Sarrebourg,Fénétrange Mairie,16261.513
Sarrebourg,Fénétrange Carrefour des Étangs,16548.357
Sarrebourg,Mittersheim Centre,22328.906
Sarrebourg,Mittersheim l'Escale,23093.047
Sarrebourg,Loudrefing Rue Principale,27421.48
Sarrebourg,Cutting RD27,32955.91
Sarrebourg,Domnom-lès-Dieuze Mairie,34807.359
Sarrebourg,Bassing Croisement,36848.949
Sarrebourg,Marimont-lès-Bénestroff Eglise,40911.297
Sarrebourg,Nebing Rue Robert Schumann,43546.445
Sarrebourg,Vahl-lès-Bénestroff Mairie,46085.039
Sarrebourg,Bénestroff Centre,48995.875
Sarrebourg,Bermering Eglise,54452.695
Sarrebourg,Racrange Rue de Morhange,58541.316
Sarrebourg,Morhange Jeanne d'Arc,60510.816
Sarrebourg,Morhange Place de la République,61100.195
Sarrebourg,Morhange,38236.848
Sarrebourg Place Mathey,Sarrebourg,531.659
Sarrebourg Place Mathey,Dolving Rue de Sarrebourg,6239.119
Sarrebourg Place Mathey,Gosselming Poste,8897.918
Sarrebourg Place Mathey,Gosselming Mairie,9430.073
Sarrebourg Place Mathey,Saint-Jean-de-Bassel Église,11040.569
Sarrebourg LP Messmer,Dolving Rue de Sarrebourg,7617.153
Sarrebourg LP Messmer,Gosselming Poste,10275.95
Sarrebourg LP Messmer,Gosselming Mairie,10700.51
Sarrebourg LP Messmer,Saint-Jean-de-Bassel Église,12418.602
Neufchâteau,Toul,43184.695
Neufchâteau Lycée Professionnel,Neufchâteau,1301.963
Neufchâteau Lycée Professionnel,Neufchâteau Hôpital,3956.632
Neufchâteau Lycée Professionnel,Soulosse Route Nationale,7989.911
Neufchâteau Lycée Professionnel,Martigny-Les-Gerbonvaux Centre,14629.435
Neufchâteau Lycée Professionnel,Autreville Centre,20882.951
Neufchâteau Lycée Professionnel,Colombey-les-Belles Mairie,27090.789
Neufchâteau Lycée Professionnel,Toul,45230.652
Sarrebourg,Dolving Rue de Sarrebourg,5707.461
Sarrebourg,Gosselming Poste,8366.259
Sarrebourg,Gosselming Mairie,8898.414
Sarrebourg,Saint-Jean-de-Bassel Église,10508.91
Nancy,Toul,33014.723
Nancy,Colombey-les-Belles Mairie,43371.73
Nancy,Autreville Centre,49579.57
Nancy,Martigny-Les-Gerbonvaux Centre,55833.094
Nancy,Soulosse Route Nationale,62472.617
Nancy,Neufchâteau Hôpital,66484.883
Nancy,Neufchâteau,76195.984
Nancy,Neufchâteau Lycée Professionnel,70435.758
Allamps E.S.A.T,Barisey-la-Côte Gare,3536.642
Allamps E.S.A.T,Barisey-la-Côte Mairie,4693.878
Allamps E.S.A.T,Bulligny Centre,8525.305
Allamps E.S.A.T,Blénod-lès-Toul Les Naux,11621.132
Allamps E.S.A.T,Toul Gare Routière,21128.813
Allamps E.S.A.T,Toul,22207.813
Toul,Toul Gare Routière,1077.589
Toul,Blénod-lès-Toul Les Naux,10529.37
Toul,Bulligny Centre,13625.197
Toul,Barisey-la-Côte Mairie,17456.619
Toul,Barisey-la-Côte Gare,18613.855
Toul,Allamps E.S.A.T,22150.498
Neufchâteau Lycée Professionnel,Nancy,71039.031
Neufchâteau,Liverdun,61162.117
Thionville,Yutz Saint-Vitus,2318.21
Thionville,Yutz Poitiers,4705.803
Thionville,Kuntzig Place de la Liberté,7454.326
Thionville,Kuntzig Bibiche,8083.369
Thionville,Distroff Église,10975.225
Thionville,Metzervisse Église,13689.904
Thionville,Metzervisse Centre,13960.448
Thionville,Kédange Gare,17715.422
Thionville,Kédange Église,18214.803
Thionville,Hombourg Tilleuls,19621.729
Thionville,Hombourg Chapelle,20003.416
Thionville,Budange Rue D'Aboncourt,22405.211
Thionville,Aboncourt Mairie,24405.68
Thionville,Ebersviller Centre,29270.23
Thionville,Hestroff Eglise,32518.77
Thionville,Anzeling,35839.633
Thionville,Anzeling Carrefour,36083.914
Thionville,Freistroff Passage À Niveau,38781.566
Thionville,Remelfang Giratoire,39980.73
Thionville,Vaudreching Bernanos,42056.07
Thionville,Bouzonville Institut Providenc,41811.363
Thionville,Bouzonville,43313.879
Thionville,Bouzonville Rue d'Alzing,43886.719
Thionville,Alzing Rue de Brettnach,45662.426
Thionville,Brettnach Centre,48236.324
Thionville,Teterchen Rue Jeanne D'Arc,51548.02
Thionville,Hargarten-aux-Mines Rue Principale,55183.824
Thionville,Falck Gare,57079.395
Thionville,Falck Rue Principale,58482.047
Thionville,Merten République,62254.176
Thionville,Merten Centre,63164.301
Thionville,Creutzwald Gare Routière,69651.273
Toul,Colombey-les-Belles Mairie,18081.887
Toul,Autreville Centre,24289.725
Toul,Martigny-Les-Gerbonvaux Centre,30543.242
Toul,Soulosse Route Nationale,37182.766
Toul,Neufchâteau Hôpital,41195.027
Toul,Neufchâteau,43181.379
Creutzwald Gare Routière,Merten Centre,6165.917
Creutzwald Gare Routière,Merten République,7023.027
Creutzwald Gare Routière,Falck Rue Principale,10848.171
Creutzwald Gare Routière,Falck Gare,12231.81
Creutzwald Gare Routière,Hargarten-aux-Mines Rue Principale,14127.375
Creutzwald Gare Routière,Teterchen Rue Jeanne D'Arc,17763.385
Creutzwald Gare Routière,Brettnach Centre,21075.074
Creutzwald Gare Routière,Alzing Rue de Brettnach,23648.963
Creutzwald Gare Routière,Bouzonville Rue d'Alzing,25424.662
Creutzwald Gare Routière,Bouzonville Institut Providenc,25914.832
Creutzwald Gare Routière,Bouzonville,26016.258
Creutzwald Gare Routière,Vaudreching Bernanos,27248.99
Creutzwald Gare Routière,Remelfang Giratoire,29291.613
Creutzwald Gare Routière,Freistroff Passage À Niveau,30484.451
Creutzwald Gare Routière,Anzeling Carrefour,33182.105
Creutzwald Gare Routière,Anzeling,33426.387
Creutzwald Gare Routière,Hestroff Eglise,36740.547
Creutzwald Gare Routière,Ebersviller Centre,39989.09
Creutzwald Gare Routière,Aboncourt Mairie,44853.652
Creutzwald Gare Routière,Budange Rue D'Aboncourt,46854.109
Creutzwald Gare Routière,Hombourg Chapelle,49255.906
Creutzwald Gare Routière,Hombourg Tilleuls,49637.598
Creutzwald Gare Routière,Kédange Église,51009.66
Creutzwald Gare Routière,Kédange Gare,51530.078
Creutzwald Gare Routière,Metzeresche Fontaine,54165.93
Creutzwald Gare Routière,Metzervisse Centre,55285.063
Creutzwald Gare Routière,Metzervisse Église,55555.605
Creutzwald Gare Routière,Distroff Église,58264.73
Creutzwald Gare Routière,Kuntzig Bibiche,61066.57
Creutzwald Gare Routière,Kuntzig Place de la Liberté,61695.613
Creutzwald Gare Routière,Yutz Poitiers,64765.977
Creutzwald Gare Routière,Yutz Saint-Vitus,66967.891
Creutzwald Gare Routière,Thionville,69336.227
Sarrebourg LP Messmer,Romelfing Église,15884.933
Bruyères,Laveline-devant-Bruyères Mairie,4348.716
Bruyères,Biffontaine Mairie,9520.052
Bruyères,La Houssière Vanémont Centre,15569.822
Bruyères,Corcieux le Conti,19712.611
Bruyères,Saint-Léonard Centre,29966.441
Bruyères,Saint-Dié-des-Vosges,38408.105
